"pathway","NES","padj","permutation","n_overlap_with_biologic","dropped_ids"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.70431034040878,0.000376442558330182,22,4,"TCGA-AA-3680/TCGA-AD-6964/TCGA-AZ-4682/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.75724231827557,0.00283266942181457,22,4,"TCGA-AA-3680/TCGA-AD-6964/TCGA-AZ-4682/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.64388989367786,0.0124830757252244,22,4,"TCGA-AA-3680/TCGA-AD-6964/TCGA-AZ-4682/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.39928376651701,0.0166506352877752,22,4,"TCGA-AA-3680/TCGA-AD-6964/TCGA-AZ-4682/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.06628658430404,0.474358974358974,22,4,"TCGA-AA-3680/TCGA-AD-6964/TCGA-AZ-4682/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GA/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.16381438817343,1.40788831388152e-08,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.97863805876537,0.00015785622120596,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.62093922492207,0.000781582508151681,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-1.57063826563333,0.00438603710608765,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.32250291817771,0.0374281154995717,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.32136643993768,0.0421414111755215,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.14912787084057,0.291895604395604,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.853242486093115,0.940048323769254,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.674884179141045,1,23,3,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-3.01102544899283,8.24259180232163e-25,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-2.59375075259603,2.49817083261794e-15,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-2.17834178186486,1.76736352830405e-09,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.67472608759572,0.0101294703040665,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-0.979762530669847,0.657318141980719,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",0.937285059357519,0.694772786971369,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",0.931137746120642,0.694772786971369,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.874861272176267,0.801282051282051,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-0.802282467051923,0.980891719745223,24,3,"TCGA-AA-3844/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-2.55692507893216,2.2323454377664e-15,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.04213866626943,1.59522030243766e-07,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-1.97973276359633,4.93806258655741e-07,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.07431923298841,2.33111706700822e-05,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.845362558255,0.000217077907966008,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-1.60259766171431,0.000881165442830667,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-1.49886748508962,0.00480973418268524,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",0.980358085267494,0.620117965885541,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",0.928118724024754,0.739817890980682,25,1,"TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-2.81303590624221,9.1076286692915e-20,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_E2F_TARGETS",-2.45540754505425,3.67544806011058e-13,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.90655066812963,0.000969601518943349,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.47556023411394,0.0142709788319183,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_COMPLEMENT",-1.16410404016537,0.279411764705882,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.15207039698191,0.335685025034137,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_INFLAMMATORY_RESPONSE",0.984960566412458,0.728194726166329,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_ALLOGRAFT_REJECTION",-0.941061645132282,0.799702436302771,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_MYC_TARGETS_V1",-0.877594317501683,0.864830237027546,26,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.92470628400081,2.94304877034186e-22,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.4378505545501,4.14718842711498e-12,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.34772296728189,1.15941365263208e-11,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-2.33452621200437,1.0180813809527e-10,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.19384726026223,8.80514432267508e-10,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.23369469119137,8.80514432267508e-10,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.19347766355367,9.17443854646598e-07,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.36792991363334,0.0992939099735216,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.743913321324104,1,27,5,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.80476515145073,5.17316139733419e-20,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-2.5876685529184,5.2329086763817e-16,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.58481402181777,7.72134093645465e-16,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",1.52164945677384,0.0379219898753076,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.39964869363061,0.122583686940123,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",1.1756991068911,0.38265306122449,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",1.1406481596668,0.40946992257296,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",1.01283565018307,0.630753494715309,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-0.84662972556153,0.946643717728055,28,3,"TCGA-5M-AAT6/TCGA-AA-3680/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.83866416366203,8.8848020069928e-20,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.53709803332906,6.58035721659288e-14,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-2.22802930487952,5.3699634916855e-09,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.36203995628814,2.28388818925681e-08,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.0268158812711,5.32354816599675e-07,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",1.55703289438259,0.0041511953405197,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.68338049894585,0.0070683114319202,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-1.31525430297366,0.0353455911267869,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-0.788461033538088,1,29,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4684/TCGA-CI-6620/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.73746442353522,2.35126441807322e-19,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.44148769413032,3.11220100819724e-13,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-1.87423012324283,8.4628986291457e-06,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.75049258886958,0.00138357550214012,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.59676119866718,0.00138357550214012,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.77244890583631,0.00241612820106007,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-0.9991154218637,0.653387937453462,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",0.982150215379969,0.676461091378754,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",0.676647451056041,0.998759305210918,30,3,"TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3999/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.7488299770291,0.000311026366726008,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-1.64947830275928,0.00190844058637232,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.42583825189389,0.0351370587279196,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.31174776348326,0.220165818819167,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-1.24262704308918,0.229323748661422,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.13203008972976,0.502463054187192,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-0.966185234948877,0.737100737100737,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",-0.881486220336148,0.890663390663391,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-0.751738191226955,0.994047619047619,31,4,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AD-6964/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.83977052868706,7.49651799577016e-21,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.60659246568247,3.06410303964998e-15,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.581682702305,8.6058352365724e-11,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.30832435622477,9.03145454619622e-07,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.02035835095003,9.03145454619622e-07,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.92988870647927,8.84755071636862e-06,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-1.682526839966,0.000276857801116055,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.46286128450239,0.00603364761881357,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.808094158148549,0.914556962025316,32,4,"TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.02938240111361,2.76149299086594e-06,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.97443089458276,0.000213467006584401,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.7253164411086,0.010360167800368,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
